EmpID,FirstName,LastName,DOB,Title,StartDate,ExitDate
1122,Sierra,Macias,13/11/1975,Production Manager,16-Nov-21,26-Aug-22
1123,Giuliana,Farmer,06/11/1965,Production Manager,03-May-22,
1124,Pierce,Robbins,17/06/1986,Production Manager,24-Dec-19,11-Nov-22
1125,Lamont,Bridges,05/05/1991,Production Technician II,21-Oct-21,
1126,Gretchen,Richard,27/10/1959,Production Technician II,08-Sep-18,06-Mar-20
1127,Axel,Hart,28/03/2001,Production Technician II,26-Feb-19,
1128,Emma,Escobar,20/06/1957,Production Technician II,21-Apr-23,
1129,Maximilian,Craig,17/05/1956,Production Technician II,19-Sep-19,23-Oct-21
1130,Erik,Padilla,17/02/1997,Production Technician I,23-Dec-20,
1131,Gilbert,Duffy,22/03/1995,Production Technician I,29-Mar-19,
1132,Raymond,Ayers,04/11/1963,Production Technician I,15-May-21,03-May-23
1133,Vincent,Wyatt,20/11/1949,Production Technician I,14-Mar-22,02-Oct-22
1134,Micah,Stanley,07/09/1996,Production Technician I,06-Dec-21,08-Jan-22
1135,Evan,Chen,30/08/1964,Production Technician I,27-Oct-21,
1136,Serenity,Thornton,27/03/1946,Production Technician I,01-Apr-23,
1137,Talan,Rivas,28/02/1954,Production Technician I,29-May-19,
1138,Calvin,Braun,02/08/1983,Production Technician I,12-Jul-19,12-Jul-22
1139,Cale,Bender,11/04/1953,Production Technician I,10-Aug-18,21-Feb-22
1140,Kirsten,Vance,11/08/1988,Production Technician I,29-Sep-21,
1141,Cade,Cox,14/08/1941,Production Technician I,05-Aug-21,
1142,Ibrahim,Wolfe,10/11/1992,Production Manager,02-Aug-23,
1143,Elianna,Schmitt,20/06/1942,Production Manager,02-Sep-18,28-Jul-21
1144,Colby,Wolfe,16/04/1963,Production Manager,13-Oct-19,
1145,Autumn,Barrera,04/03/1948,Production Technician II,24-Sep-20,
1146,Emmalee,Cervantes,10/11/1963,Production Technician II,06-Aug-23,
1147,Ernest,Willis,30/09/1943,Production Technician II,11-Jun-19,27-Feb-22
1148,Jaxon,Anderson,22/06/1943,Production Technician II,14-Feb-19,
1149,Precious,Caldwell,17/09/1941,Production Technician II,17-Mar-22,
1150,Yahir,Serrano,03/04/1981,Production Technician I,05-Aug-20,
1151,Krystal,Peterson,29/06/1978,Production Technician I,23-Aug-22,
1152,Jadyn,Haley,02/10/1963,Production Technician I,12-Jan-23,
1153,Davis,Roberts,20/10/1941,Production Technician I,14-Apr-20,10-Sep-21
1154,Meadow,Avery,01/11/1987,Production Technician I,27-Sep-21,05-Feb-23
1155,Allyson,Owen,06/11/1951,Production Technician I,17-Nov-18,12-Mar-20
1156,Francisco,Simon,20/04/1980,Production Technician I,22-Jul-19,28-Feb-23
1157,Trent,Christian,18/03/1996,Production Technician I,10-Feb-19,
1158,Chaya,Boyd,04/07/1958,Production Technician I,22-Nov-18,19-Jul-20
1159,Nehemiah,Rivas,03/06/1979,Production Technician I,23-Apr-23,
1160,Wyatt,Spence,10/09/1976,Production Technician I,26-Dec-22,23-May-23
1161,Abram,Fisher,30/08/1954,Production Technician I,14-Jun-20,
1162,Jayleen,Oconnell,17/08/1983,Production Technician I,29-Mar-22,20-May-23
1163,Jordon,Meadows,07/02/1996,Production Manager,18-Dec-22,
1164,Justice,Pineda,25/10/1950,Production Manager,21-Mar-19,
1165,Isiah,Decker,09/09/1998,Production Manager,08-Feb-21,
1166,Giada,Boone,13/01/1965,Production Technician II,06-Jun-22,
1167,Camryn,Guerra,01/09/1955,Production Technician II,01-Nov-21,
1168,Melody,Rollins,10/01/1951,Production Technician II,19-Jan-23,
1169,Lucia,Cummings,15/09/1960,Production Technician II,30-Jul-20,
1170,Jaylen,Serrano,18/07/1951,Production Technician II,16-Jul-23,
1171,Jayson,Bright,24/07/1953,Production Technician I,16-Jun-22,
1172,Carlie,Wilkerson,20/05/1952,Production Technician I,13-Jun-21,27-May-22
1173,Kaylyn,Patrick,30/01/1968,Production Technician I,14-Nov-20,01-Nov-21
1174,Evie,Pope,10/12/1973,Production Technician I,16-Jun-20,13-Mar-23
1175,Nayeli,Kelley,04/08/1996,Production Technician I,20-Dec-18,24-Dec-20
1176,Krista,Franco,27/12/1960,Production Technician I,29-Oct-22,
1177,Teresa,Farrell,06/07/1968,Production Technician I,20-Jul-20,
1178,Dorian,Fox,07/05/1959,Production Technician I,03-Oct-21,19-Dec-21
1179,Madeleine,Sherman,08/09/1990,Production Technician I,16-Jul-22,
1180,Allan,Butler,30/11/1944,Production Technician I,30-Jun-20,
1181,Nevaeh,Davila,16/06/1993,Production Technician I,13-Jun-21,
1182,Gunnar,Webster,09/12/1973,Production Technician I,29-Dec-20,24-Oct-22
1183,Aydin,Tate,18/12/1946,Production Technician I,03-Feb-22,
1184,Patrick,Mckinney,01/10/1951,Production Technician I,10-Jan-22,11-May-23
1185,Milagros,Foley,22/02/1973,Production Manager,13-Dec-18,
1186,Rachael,Buck,25/08/1983,Production Manager,03-Mar-21,
1187,Rigoberto,Townsend,15/09/1997,Production Manager,04-Jul-21,
1188,Reagan,Odonnell,28/05/1979,Production Technician II,06-Feb-20,21-Jul-21
1189,Roy,Morse,07/03/1988,Production Technician II,28-Jun-20,11-Jul-22
1190,Rafael,Buchanan,20/04/1998,Production Technician II,22-Dec-20,20-Nov-21
1191,Kaitlynn,Herman,25/04/1978,Production Technician II,24-Nov-19,
1192,Marquise,Santana,07/12/1988,Production Technician II,23-Sep-22,
1193,Jamarion,Mitchell,18/09/1950,Production Technician I,06-Feb-20,23-Jan-22
1194,Gabrielle,Hardy,08/03/1953,Production Technician I,14-Jan-19,06-Aug-21
1195,Savion,Stokes,27/03/1967,Production Technician I,25-Jun-19,15-May-22
1196,Trevin,Summers,07/11/1978,Production Technician I,09-Mar-19,
1197,Hailie,Bell,12/06/1958,Production Technician I,13-Jun-20,
1198,Audrey,Stevens,28/09/1952,Production Technician I,22-Jan-19,
1199,Jason,Munoz,14/04/1950,Production Technician I,12-Dec-20,
1200,Carlee,Foley,08/10/1977,Production Technician I,27-Apr-22,
1201,Sarahi,Dodson,27/01/1954,Production Technician I,11-Apr-22,26-Sep-22
1202,Faith,Carey,20/06/1983,Production Technician I,01-Sep-22,02-Dec-22
1203,Mylie,Salazar,16/01/1987,Production Technician I,08-Sep-18,
1204,Pablo,Parker,26/08/1948,Production Technician I,24-Nov-22,05-Aug-23
1205,Ulises,Shea,04/05/1956,Production Technician I,23-Jul-20,
1206,Bethany,Terry,15/02/1956,Production Technician I,28-Dec-18,15-May-23
1207,Kamari,Holloway,08/07/1956,Production Technician I,01-Oct-19,
1208,Jazlene,Mcdaniel,30/12/1979,Production Manager,17-Aug-19,25-Oct-19
1209,Dane,Kelly,04/06/1999,Production Manager,31-May-23,
1210,Camila,Dunn,24/12/1948,Production Manager,08-Dec-20,10-Jun-23
1211,Aurora,Frederick,11/12/1981,Production Technician II,05-Nov-18,23-Mar-23
1212,Caylee,Nunez,27/08/1983,Production Technician II,26-Aug-20,05-Apr-23
1213,Tamia,Sharp,22/03/1987,Production Technician II,23-Feb-20,
1214,Jaliyah,Gamble,19/09/1967,Production Technician II,12-Feb-22,
1215,Xander,Savage,18/07/1983,Production Technician II,13-Feb-20,
1216,Marc,Crosby,19/06/1986,Production Technician I,15-Feb-23,09-Mar-23
1217,Marques,Zimmerman,17/07/1960,Production Technician I,03-Dec-19,31-Aug-21
1218,Livia,Salazar,15/10/1974,Production Technician I,31-Dec-18,
1219,Alana,Choi,09/02/1974,Production Technician I,16-Jan-20,09-Feb-21
1220,Levi,Lawson,31/12/1949,Production Technician I,20-Nov-18,09-Feb-20
1221,Kane,Black,09/04/1967,Production Technician I,11-Nov-22,03-Jul-23
1222,Paola,Weeks,26/12/1949,Production Technician I,18-Dec-20,23-Jul-21
1223,Brooklynn,Mack,15/01/1996,Production Technician I,26-Jan-21,
1224,Darrell,Zamora,27/09/1964,Production Technician I,26-Nov-21,24-May-22
1225,Irvin,Warner,14/01/1957,Production Technician I,15-May-23,
1226,Dayton,Castro,16/04/1967,Production Technician I,20-Jun-23,
1227,Hailey,Mckay,21/03/1987,Production Technician I,22-Aug-19,06-Jun-22
1228,Jaquan,Rowland,02/12/1994,Production Technician I,30-Aug-21,
1229,David,Velez,31/12/1952,Production Technician I,27-Jan-20,
1230,Joslyn,Patel,18/09/1974,Production Technician I,04-Mar-22,
1231,Colt,Archer,03/10/1994,Production Manager,07-Mar-20,
1232,Abbigail,Cameron,17/03/1947,Production Manager,19-Mar-20,
1233,Anastasia,Escobar,07/05/1992,Production Technician II,23-Jul-22,
1234,Ronin,Mclaughlin,19/06/1947,Production Technician II,18-Oct-19,03-Oct-21
1235,Aliana,Pena,17/05/1998,Production Technician II,14-Apr-20,
1236,Ramon,Goodwin,11/12/1946,Production Technician II,25-Nov-18,25-Jul-19
1237,Cory,Saunders,17/12/1975,Production Technician II,23-Mar-21,26-Aug-22
1238,Alessandra,Huynh,12/09/1968,Production Technician I,27-Oct-20,08-Nov-21
1239,Maeve,Holmes,09/07/2001,Production Technician I,11-Jun-22,29-Jun-23
1240,Alejandra,Mclean,11/04/1985,Production Technician I,19-Mar-20,
1241,Reuben,Potter,13/03/1992,Production Technician I,07-Nov-19,07-Dec-22
1242,Marilyn,Greer,18/03/1959,Production Technician I,24-Apr-23,
1243,Camila,Nichols,07/03/1979,Production Technician I,04-Jun-20,
1244,Iris,Bruce,11/02/1954,Production Technician I,23-May-22,
1245,Henry,Pratt,03/02/1961,Production Technician I,17-May-19,
1246,Kira,Soto,14/11/1943,Production Technician I,28-Sep-18,25-Apr-21
1247,Ashanti,Scott,26/03/1972,Production Technician I,04-Mar-19,
1248,Sarahi,Burke,09/09/1988,Production Technician I,29-Mar-21,01-Dec-21
1249,Aimee,Terry,30/11/1996,Production Technician I,07-Jul-19,14-Feb-20
1250,Jerimiah,Jackson,08/12/1990,Production Technician I,06-Sep-18,
1251,Callie,Murray,05/03/1948,Production Technician I,25-Sep-18,
1252,Fabian,Young,21/02/1982,Production Manager,11-Mar-22,25-Apr-22
1253,Juliette,Morton,15/05/1971,Production Manager,13-Jul-20,06-Oct-21
1254,Alyvia,Sellers,07/06/1950,Production Technician II,22-Jun-20,
1255,Tyler,Gay,24/11/1984,Production Technician II,30-Sep-19,02-Mar-21
1256,Noemi,Randall,14/08/1991,Production Technician II,08-Jan-20,
1257,Jazlene,Lozano,07/11/1978,Production Technician II,16-Oct-21,
1258,Jennifer,Salazar,16/10/1977,Production Technician II,29-Jun-22,
1259,Vaughn,Leonard,14/07/1956,Production Technician I,01-May-22,24-Apr-23
1260,Caitlin,Robertson,18/06/1957,Production Technician I,16-Aug-18,
1261,Elyse,Huerta,27/09/1959,Production Technician I,27-Dec-19,
1262,Kyle,Sanders,16/03/1977,Production Technician I,01-Jul-21,28-Mar-23
1263,Barrett,Jennings,14/11/1952,Production Technician I,20-Oct-22,
1264,Darius,Koch,23/10/1998,Production Technician I,15-Feb-19,
1265,Kolton,Dawson,28/05/1976,Production Technician I,17-Jan-22,25-Jul-22
1266,Ciara,Cole,04/04/1971,Production Technician I,14-Nov-21,01-Jul-22
1267,Virginia,Wallace,11/09/1971,Production Technician I,14-Nov-20,22-Dec-20
1268,Malik,Ochoa,26/12/1961,Production Technician I,25-Feb-23,
1269,Elyse,Pratt,28/04/1965,Production Technician I,23-Aug-22,
1270,Yahir,Hill,17/10/1967,Production Technician I,01-May-19,31-Dec-19
1271,Harley,Abbott,16/11/1951,Production Technician I,26-Apr-20,
1272,Dawson,Pratt,27/05/1971,Production Technician I,08-Feb-21,15-Jul-22
1273,Michaela,Smith,14/03/1957,Production Manager,29-Oct-20,26-Jan-21
1274,Lillie,Leblanc,06/11/1975,Production Manager,22-Nov-22,
1275,Sincere,Rivera,19/06/1982,Production Technician II,11-Oct-22,
1276,Lucas,Good,21/04/1978,Production Technician II,28-Dec-19,
1277,Jonas,Hernandez,10/05/1984,Production Technician II,11-Apr-19,
1278,Cason,Tyler,13/08/1955,Production Technician II,26-Oct-20,
1279,Malachi,Singleton,16/07/1994,Production Technician II,09-Jul-21,27-Jan-23
1280,Natalie,Christensen,19/04/1944,Production Technician I,12-Jan-22,
1281,Jordyn,Sheppard,19/12/1968,Production Technician I,07-Aug-20,20-Jul-21
1282,Rohan,Matthews,28/12/1980,Production Technician I,10-Apr-21,19-Nov-22
1283,Taniya,Stafford,18/02/2000,Production Technician I,11-Jan-21,
1284,Cherish,Preston,28/01/1985,Production Technician I,08-Dec-19,
1285,Briley,Hanson,21/07/1994,Production Technician I,26-Sep-21,
1286,Hugo,Tate,25/05/1999,Production Technician I,09-Sep-21,28-Oct-21
1287,Daniel,Griffin,18/09/1943,Production Technician I,19-Sep-20,20-Feb-23
1288,Dakota,Salinas,29/05/1998,Production Technician I,11-Jan-22,26-Oct-22
1289,Janiyah,Ballard,01/07/1942,Production Technician I,18-Jul-19,
1290,Annika,Malone,14/05/1996,Production Technician I,13-Apr-21,
1291,Celeste,Lin,12/03/1988,Production Technician I,17-Jun-23,27-Jul-23
1292,Larissa,Warner,27/06/1943,Production Technician I,27-Oct-18,
1293,Lawrence,Cross,21/10/1993,Production Technician I,01-Jun-21,29-Apr-23
1294,Kara,Barnes,28/09/1970,Production Manager,07-Apr-23,07-May-23
1295,Emery,Schmidt,24/10/1970,Production Technician II,13-Jun-21,
1296,Adalyn,Vaughan,27/01/1985,Production Technician II,13-Mar-19,12-Sep-20
1297,Chase,Lloyd,08/08/1968,Production Technician II,24-May-19,09-Oct-21
1298,Hallie,Delacruz,10/03/1983,Production Technician II,25-Feb-23,
1299,Tia,Atkins,10/10/1953,Production Technician II,24-Mar-20,
1300,Nia,Nicholson,05/09/1967,Production Technician II,12-Jun-21,
1301,Lilian,Norton,28/03/1950,Production Technician I,22-Mar-19,23-Mar-22
1302,Aliana,Pennington,02/07/2000,Production Technician I,08-Mar-21,17-Dec-22
1303,Estrella,Benitez,01/02/1957,Production Technician I,15-May-20,
1304,Kylie,Gilbert,13/02/1996,Production Technician I,24-Jan-23,
1305,Oscar,Munoz,14/11/1998,Production Technician I,06-Jan-21,30-Dec-22
1306,Dane,Barton,07/08/1997,Production Technician I,16-Apr-21,
1307,Dexter,Cline,24/02/1981,Production Technician I,22-Sep-21,25-Oct-21
1308,Atticus,Frost,03/10/1980,Production Technician I,28-Jun-22,07-Mar-23
1309,Yamilet,Cohen,15/05/1980,Production Technician I,17-Aug-20,
1310,Emmalee,Reynolds,11/02/1988,Production Technician I,03-Apr-23,21-Jul-23
1311,Moshe,Taylor,22/02/1987,Production Technician I,26-May-23,12-Jun-23
1312,Irene,Melton,09/08/1997,Production Technician I,10-Apr-21,
1313,Eddie,Whitney,04/12/1957,Production Technician I,18-Apr-23,
1314,Marcel,Gomez,30/08/1996,Production Technician I,13-Oct-21,21-Jun-23
1315,Amy,Foster-Baker,21/12/1956,Sr. Accountant,10-Oct-20,
1316,Janet,King,24/10/1955,President & CEO,20-Jan-19,15-Sep-21
1317,Bonalyn,Boutwell,23/11/1950,Sr. Accountant,09-May-21,27-Oct-22
1318,Nan,Singh,14/05/1984,Administrative Assistant,29-Jul-23,04-Aug-23
1319,Tyrone,Steans,23/07/1964,Accountant I,24-Aug-19,14-Dec-22
1320,Estelle,Howard,06/09/1983,Administrative Assistant,25-Dec-18,
1321,William,LaRotonda,16/03/1958,Accountant I,27-May-21,24-Aug-21
1322,Mia,Brown,18/05/1985,Accountant I,02-Feb-23,23-Jun-23
1323,Leigh Ann,Smith,19/03/1953,Administrative Assistant,06-Dec-22,
1324,Peter,Foley,28/10/1986,Accountant I,23-Jul-21,
1325,Maximus,Carney,02/05/1982,Accountant I,16-Nov-19,
1326,Jaida,Sweeney,17/11/1977,Sr. Network Engineer,08-Mar-20,07-Nov-21
1327,Rhys,Lawson,20/02/1960,Sr. Network Engineer,14-Jan-19,
1328,Skyler,Robles,24/12/1975,Sr. Network Engineer,29-Feb-20,23-Sep-21
1329,Allyson,Keller,01/11/1958,Software Engineer,25-Nov-22,12-Apr-23
1330,Eddie,Bauer,01/03/1990,Accountant I,15-Sep-22,05-May-23
1331,Roger,Taylor,20/10/1946,Accountant I,11-Aug-21,
1332,Marshall,Sellers,22/10/1946,Sr. Network Engineer,03-Aug-23,
1333,Cloe,Mcgrath,15/04/1978,Sr. Network Engineer,14-Mar-22,
1334,Susan,Gordon,23/09/1952,Sr. Network Engineer,01-Sep-20,29-Nov-20
1335,Makenna,Newton,24/11/1947,Software Engineer,31-Oct-21,
1336,Kellen,Smith,14/07/1947,Accountant I,26-Feb-20,30-Mar-23
1337,Sherlyn,Carroll,30/03/1953,Accountant I,10-Aug-18,07-Dec-21
1338,Rogelio,Flores,14/03/1988,Sr. Network Engineer,30-Sep-20,
1339,Kadence,Gentry,19/11/1981,Sr. Network Engineer,01-Apr-21,14-Aug-22
1340,Willow,Golden,22/03/1945,Sr. Network Engineer,21-Mar-21,21-Nov-21
1341,Amiyah,Sims,22/02/1979,Software Engineering Manager,03-Nov-21,
1342,Jeffery,Hogan,30/06/1985,Accountant I,22-Jun-19,26-Aug-19
1343,Shaniya,Hamilton,31/05/1958,Accountant I,12-Nov-19,19-May-23
1344,Johan,Willis,21/12/1980,Accountant I,20-Sep-22,
1345,Seth,Alvarez,13/05/1978,Sr. Network Engineer,27-Jan-23,
1346,Aron,Grant,13/09/1948,Sr. Network Engineer,21-Feb-21,22-Aug-22
1347,Haleigh,Carter,21/03/1995,Sr. Network Engineer,04-Mar-22,18-Jan-23
1348,Tatiana,Ayala,13/04/1993,Software Engineering Manager,21-Apr-19,02-Dec-20
1349,Kaylynn,Mcguire,27/11/1949,Accountant I,02-Aug-21,26-Nov-22
1350,Timothy,Villarreal,02/11/1968,Accountant I,04-Mar-22,
1351,Elliott,Petersen,05/03/1998,Accountant I,28-Mar-21,
1352,Lily,Tyler,18/06/1974,Sr. Network Engineer,08-Aug-18,01-Jun-23
1353,Noe,Mann,04/03/1946,Sr. Network Engineer,15-Sep-20,06-Jan-22
1354,Christina,Terry,07/05/1959,Software Engineering Manager,28-Oct-20,27-Feb-22
1355,Niko,Durham,20/05/1945,Administrative Assistant,16-Jun-21,23-Nov-21
1356,Dante,Strong,12/06/1988,Accountant I,20-Mar-23,21-Jun-23
1357,Angeline,Perez,04/07/1972,Accountant I,07-Sep-18,16-Jul-21
1358,Jairo,Blanchard,29/03/1996,Accountant I,08-Nov-18,28-Oct-22
1359,Rishi,Watkins,19/03/1998,Sr. Network Engineer,26-Jan-19,
1360,Immanuel,Goodwin,25/09/1964,Sr. Network Engineer,30-Aug-21,
1361,Elle,Berry,26/09/1949,Sr. Accountant,08-Mar-23,30-Mar-23
1362,Raphael,Francis,11/10/1983,Administrative Assistant,10-Nov-19,03-Dec-20
1363,Hadley,Barrett,21/04/1982,Accountant I,28-Jul-23,
1364,Mollie,Jenkins,20/01/1973,Accountant I,03-Apr-19,05-Aug-19
1365,Cali,Nolan,13/07/1982,Accountant I,24-Jul-19,
1366,Malik,Crane,15/01/1950,Sr. Network Engineer,29-Apr-22,11-Dec-22
1367,Bryce,Higgins,12/08/1990,Sr. Network Engineer,06-Oct-20,
1368,Beatrice,Bean,26/08/1993,Sr. Accountant,04-Apr-20,
1369,Shea,Novak,24/03/1974,Administrative Assistant,26-Mar-21,
1370,Mateo,Mcdaniel,13/12/1992,Administrative Assistant,19-May-22,
1371,Arianna,Carlson,07/05/1957,Accountant I,28-Aug-21,16-Oct-21
1372,Frankie,Davenport,19/08/1991,Accountant I,24-Nov-22,
1373,Morgan,Hammond,20/04/1986,Accountant I,12-Jan-22,11-Nov-22
1374,Judith,Mccullough,12/09/1942,Sr. Network Engineer,07-Jul-19,
1375,Luca,Francis,07/07/1999,Sr. Accountant,14-Jul-21,
1376,Mallory,Figueroa,08/12/1958,Administrative Assistant,03-Dec-19,10-Feb-22
1377,Larissa,Douglas,18/05/1968,Administrative Assistant,03-Mar-21,10-Jul-21
1378,Konnor,Rivas,06/03/1975,Accountant I,13-Jun-22,
1379,Fernanda,Yu,21/10/1984,Accountant I,23-Jan-23,
1380,Solomon,Paul,04/05/1953,Accountant I,06-Sep-20,
1381,Emiliano,Young,01/11/2000,Sr. Network Engineer,17-Oct-22,
1382,Mason,Ellis,16/03/1968,Sr. Accountant,07-Jun-19,
1383,Athena,Moore,10/10/1994,Sr. Accountant,28-Jan-22,16-Sep-22
1384,Karla,Farrell,12/03/1956,Administrative Assistant,01-Jul-20,05-Mar-21
1385,Anderson,Meadows,09/05/1966,Administrative Assistant,30-May-20,
1386,Jacey,Braun,19/08/1976,Accountant I,05-Oct-19,04-Feb-23
1387,Nathan,Kline,27/08/1951,Accountant I,06-Nov-21,20-Apr-23
1388,Gabriella,Benitez,23/12/1970,Accountant I,09-May-19,07-May-20
1389,Juan,Gonzalez,11/11/1962,Production Technician II,28-Oct-19,
1390,Cayo,Gonzalez,21/12/1955,Production Technician I,11-Jan-19,
1391,Taylor,Sparks,18/11/1941,Production Technician I,02-Apr-20,
1392,Jeanette,Tippett,25/02/1955,Production Technician I,07-Jun-19,15-Aug-19
1393,Rose,Ivey,20/03/1947,Production Technician I,22-Nov-21,23-Nov-22
1394,Elijian,Clukey,13/05/1943,Production Technician I,19-Jan-19,
1395,Jordan,Winthrop,14/11/1960,Production Technician II,17-Dec-21,26-Dec-21
1396,Shari,Ngodup,07/09/1956,Production Technician I,04-May-19,15-Feb-21
1397,John,Kretschmer,26/02/1981,Production Technician I,25-Dec-18,11-Mar-19
1398,Debbie,Mangal,12/12/1972,Production Technician I,03-Jan-21,08-Mar-23
1399,Helen,Billis,15/12/1977,Production Technician I,15-Jun-23,
1400,Yen,Johnston,03/04/1955,Production Technician II,29-Aug-18,09-Feb-23
1401,Hong,Pham,17/08/1967,Production Technician I,04-Jan-19,
1402,Linda,Bachiochi,12/10/1988,Production Technician I,10-Sep-21,
1403,Lily,DiNocco,09/12/1944,Production Technician I,08-Jul-21,
1404,Ned,Miller,06/12/1978,Production Technician II,01-Nov-18,29-Apr-21
1405,Shana,Petingill,30/03/1977,Production Technician II,08-Dec-18,11-Jun-22
1406,Jennifer,Cloninger,10/11/1982,Production Technician II,25-Oct-22,
1407,Elias,Robinson,30/03/1983,Production Technician I,04-Apr-23,
1408,Libby,Fidelia,03/12/1980,Production Technician I,17-Mar-21,
1409,Catherine,Ybarra,02/04/1981,Production Technician I,11-Mar-19,06-Sep-21
1410,Ashanti,Price,08/08/1945,Production Technician I,25-Feb-22,28-Apr-23
1411,Makenna,Rojas,26/05/1980,Production Technician I,02-Jul-19,
1412,Rory,Stone,19/09/1982,Production Technician I,20-Jun-19,
1413,Ann,Montgomery,12/03/1943,Production Technician I,27-Sep-19,08-Feb-23
1414,Erin,Holder,03/06/1966,Production Technician I,15-Nov-22,26-Jul-23
1415,Aubrey,Kim,14/08/1977,Production Technician I,22-Aug-20,
1416,Edward,Love,12/09/1953,Production Technician I,09-Apr-20,
1417,Paisley,Avery,02/02/1949,Production Technician I,30-Mar-21,
1418,Kaiden,Leblanc,30/12/2000,Production Technician I,26-Sep-18,
1419,Shania,Bauer,11/01/1984,Production Technician I,22-May-23,
1420,Danna,Hines,29/12/1950,Production Technician I,04-Jun-21,
1421,Bennett,Bowen,30/11/1948,Production Technician I,22-Oct-19,25-Jul-23
1422,Gianna,Lopez,02/10/1994,Production Technician I,04-Oct-19,18-Oct-20
1423,Azaria,Young,12/03/1992,Production Technician I,25-Jun-22,
1424,Aydin,Bautista,08/12/1982,Production Technician I,17-Nov-21,03-Aug-22
1425,Antoine,Schaefer,21/06/1942,Production Technician I,04-Aug-19,
1426,Milagros,Cobb,19/07/2000,Production Technician I,08-Mar-22,12-Nov-22
1427,Jean,Duffy,09/05/1953,Production Technician II,22-Feb-19,
1428,Campbell,Doyle,26/02/1970,Production Technician II,08-Dec-22,
1429,Deven,Vincent,02/09/1944,Production Technician II,22-Nov-19,12-Mar-22
1430,Evangeline,Downs,19/01/1959,Production Technician II,13-Feb-23,03-Mar-23
1431,Kaley,Ali,31/10/1951,Production Technician II,15-Mar-19,
1432,Madeline,Bernard,29/07/1991,Production Technician II,18-Jul-19,
1433,Alijah,Singh,25/08/1995,Production Technician I,09-Apr-21,28-Nov-21
1434,Ayla,Roberts,28/12/1986,Production Technician I,30-Dec-18,30-Mar-23
1435,Isai,Mcfarland,29/11/1998,Production Technician I,30-Jul-21,
1436,Brent,Dominguez,27/05/1989,Production Technician I,28-Oct-22,
1437,Lorena,Graves,25/06/1996,Production Technician I,29-Oct-20,
1438,Lucian,Mora,16/12/1977,Production Technician I,17-Mar-23,22-Mar-23
1439,Dangelo,Gould,24/01/1988,Production Technician I,20-Jul-22,26-Apr-23
1440,Humberto,Horn,21/02/1997,Production Technician I,04-Aug-23,
1441,Miranda,Chavez,16/03/1982,Production Technician I,26-Nov-21,23-Sep-22
1442,Makena,Mcintosh,10/07/1993,Production Technician I,27-Sep-18,
1443,Armani,Crawford,25/02/1960,Production Technician I,04-Aug-19,
1444,Eugene,Bird,21/02/1972,Production Technician I,03-Oct-19,
1445,Connor,Larsen,16/12/1963,Production Technician I,05-Sep-21,29-Sep-22
1446,Harley,Mccullough,10/04/1997,Production Technician I,21-Jul-20,28-Feb-23
1447,Lucian,Montoya,14/07/1954,Production Technician I,12-Dec-22,26-Jun-23
1448,Shiloh,Baird,13/08/1976,Production Technician I,13-Sep-20,
1449,Tara,Alvarado,14/09/1965,Production Technician II,15-Nov-22,
1450,Raina,Vaughan,20/02/1958,Production Technician II,07-Feb-20,20-Apr-22
1451,Sienna,Bullock,20/12/1944,Production Technician II,31-Dec-22,
1452,Tyrese,Goodman,29/03/1953,Production Technician II,26-Mar-19,
1453,Giovanni,Landry,20/08/1990,Production Technician II,22-Mar-23,
1454,Javon,Moses,12/03/1977,Production Technician II,23-Dec-22,25-Dec-22
1455,Alonso,Williams,19/03/1995,Production Technician I,27-Dec-19,
1456,Kamila,Rosales,08/10/1956,Production Technician I,25-Jun-19,09-Jul-19
1457,Jadiel,French,03/08/1977,Production Technician I,23-Nov-18,
1458,Brennan,Jefferson,19/03/1994,Production Technician I,17-Jan-21,
1459,Noe,Glenn,12/08/1946,Production Technician I,08-Sep-21,
1460,Vaughn,Kim,29/05/1955,Production Technician I,24-Feb-21,18-Jun-22
1461,Anabel,Evans,03/03/2001,Production Technician I,12-Apr-19,28-Sep-20
1462,Elisabeth,Irwin,07/03/1960,Production Technician I,13-Jul-23,
1463,Bo,Bradford,28/11/1975,Production Technician I,05-Oct-20,
1464,Dustin,Beasley,01/10/1957,Production Technician I,27-Jan-19,
1465,Dean,Winters,22/06/1958,Production Technician I,17-Dec-20,20-Nov-21
1466,Chanel,Dougherty,08/03/1989,Production Technician I,04-Mar-21,
1467,Phoebe,Dorsey,16/04/1989,Production Technician I,30-Mar-23,
1468,Coleman,Bridges,30/08/1965,Production Technician I,27-Dec-18,
1469,Juliet,Bautista,17/08/1976,Production Technician I,20-Sep-21,
1470,Julia,Lawrence,20/09/1995,Production Technician I,08-Feb-23,
1471,Kinley,Dean,09/04/1960,Production Technician II,16-Oct-19,12-Jan-22
1472,Karina,Mccarthy,14/04/1972,Production Technician II,31-Aug-21,
1473,Ruben,Kirby,06/10/1942,Production Technician II,25-Sep-20,
1474,Alexia,Hughes,13/07/1942,Production Technician II,01-Feb-23,03-Feb-23
1475,Miles,Gill,19/08/1993,Production Technician II,17-Jan-23,21-May-23
1476,Kaden,Woodard,07/11/1962,Production Technician II,07-Dec-19,02-Sep-20
1477,Frida,Wilkins,12/09/1963,Production Technician I,21-Nov-18,11-Jan-22
1478,Kamron,Doyle,21/09/1953,Production Technician I,15-Feb-21,18-Jul-23
1479,Blaine,Rose,04/12/1951,Production Technician I,06-Jan-21,
